# Rocket Chip oMCT glance replay — Estes Big Daddy F15-6
# Trajectory: openrocket_export/big_daddy_f15_6_nominal.csv
# Phase windows: armed<0.5 boost_end=3.38s apogee=8.78s peak=409.7m chute=13.58s main=81.94s land=110.41s
# flight_state matches FlightPhase: 1=ARMED 2=BOOST 3=COAST 4=DROGUE_DESCENT 5=MAIN_DESCENT 6=LANDED
# Synthesized: flight_state, health, batt_v, temp_c, rssi/snr/lq/rx_* ; trajectory from OR + light noise
timestamp,met_ms,seq,flight_state,flight_state_name,alt_m,max_alt_m,vvel_mps,speed_mps,baro_alt_m,lat,lon,gps_sats,health,batt_v,temp_c,rssi_dbm,snr_db,lq_pct,rx_hz,rx_desired_hz
2026-09-05T17:00:03.400Z,3400,34,3,COAST,219.0,218.78,100.05,100.18,219.2,32.95,-96.75,10,85,3.95,22,-66,8.1,100,9.95,10.0
2026-09-05T17:00:03.500Z,3500,35,3,COAST,228.43,228.61,95.95,95.92,228.31,32.95,-96.75,10,85,3.949,22,-64,8.2,100,9.76,10.0
2026-09-05T17:00:03.600Z,3600,36,3,COAST,238.09,237.94,90.92,90.83,238.44,32.95,-96.75,10,85,3.955,22,-60,8.0,100,9.64,10.0
2026-09-05T17:00:03.700Z,3700,37,3,COAST,246.99,246.79,86.09,86.2,246.63,32.95,-96.75,10,85,3.953,22,-63,7.0,100,9.69,10.0
2026-09-05T17:00:03.800Z,3800,38,3,COAST,255.1,255.18,81.83,81.91,254.95,32.95,-96.75,10,85,3.952,22,-62,8.1,100,9.99,10.0
2026-09-05T17:00:03.900Z,3900,39,3,COAST,262.83,263.17,77.89,77.93,262.82,32.95,-96.75,10,85,3.948,22,-65,8.1,100,9.84,10.0
2026-09-05T17:00:04.000Z,4000,40,3,COAST,270.63,270.78,74.32,74.28,270.56,32.95,-96.75,10,85,3.943,22,-60,7.7,100,9.88,10.0
2026-09-05T17:00:04.100Z,4100,41,3,COAST,278.37,278.03,70.83,70.84,278.57,32.95,-96.75,10,85,3.956,22,-58,7.8,100,9.98,10.0
2026-09-05T17:00:04.200Z,4200,42,3,COAST,285.14,284.95,67.6,67.67,285.25,32.95,-96.75,10,85,3.947,22,-65,7.9,100,9.72,10.0
2026-09-05T17:00:04.300Z,4300,43,3,COAST,291.67,291.56,64.67,64.65,291.91,32.95,-96.75,10,85,3.954,22,-60,7.8,100,9.6,10.0
2026-09-05T17:00:04.400Z,4400,44,3,COAST,297.85,297.89,61.86,61.92,297.92,32.95,-96.75,10,85,3.945,22,-61,7.4,100,9.92,10.0
2026-09-05T17:00:04.500Z,4500,45,3,COAST,303.96,303.93,59.17,59.18,303.92,32.95,-96.75,10,85,3.947,22,-58,7.8,100,9.72,10.0
2026-09-05T17:00:04.600Z,4600,46,3,COAST,309.75,309.72,56.6,56.68,309.84,32.95,-96.75,10,85,3.939,22,-66,7.1,100,9.85,10.0
2026-09-05T17:00:04.700Z,4700,47,3,COAST,315.34,315.26,54.31,54.32,315.09,32.95,-96.75,10,85,3.953,22,-59,7.3,100,9.95,10.0
2026-09-05T17:00:04.800Z,4800,48,3,COAST,320.59,320.57,51.94,51.99,320.67,32.95,-96.75,10,85,3.938,22,-58,7.4,100,9.79,10.0
2026-09-05T17:00:04.900Z,4900,49,3,COAST,325.47,325.66,49.8,49.82,325.24,32.95,-96.75,10,85,3.953,22,-61,8.2,100,9.93,10.0
2026-09-05T17:00:05.000Z,5000,50,3,COAST,330.23,330.53,47.71,47.76,330.57,32.95,-96.75,10,85,3.948,22,-59,7.4,100,9.79,10.0
2026-09-05T17:00:05.100Z,5100,51,3,COAST,335.22,335.21,45.82,45.79,335.27,32.95,-96.75,10,85,3.943,22,-62,7.1,100,9.75,10.0
2026-09-05T17:00:05.200Z,5200,52,3,COAST,339.75,339.69,43.9,43.89,339.95,32.95,-96.75,10,85,3.943,22,-60,7.4,100,9.96,10.0
2026-09-05T17:00:05.300Z,5300,53,3,COAST,343.79,343.99,42.02,42.14,344.06,32.95,-96.75,10,85,3.952,22,-60,7.5,100,9.93,10.0
2026-09-05T17:00:05.400Z,5400,54,3,COAST,347.87,348.11,40.28,40.36,348.06,32.95,-96.75,10,85,3.947,22,-63,7.5,100,9.92,10.0
2026-09-05T17:00:05.500Z,5500,55,3,COAST,352.01,352.05,38.52,38.68,351.84,32.95,-96.75,10,85,3.937,22,-64,8.3,100,9.63,10.0
2026-09-05T17:00:05.600Z,5600,56,3,COAST,355.56,355.83,37.03,37.03,355.86,32.95,-96.75,10,85,3.945,22,-64,6.8,100,9.75,10.0
2026-09-05T17:00:05.700Z,5700,57,3,COAST,359.46,359.45,35.32,35.53,359.61,32.95,-96.75,10,85,3.94,22,-62,8.0,100,9.69,10.0
2026-09-05T17:00:05.800Z,5800,58,3,COAST,363.26,362.92,33.94,33.92,363.27,32.95,-96.75,10,85,3.951,22,-66,7.9,100,9.65,10.0
2026-09-05T17:00:05.900Z,5900,59,3,COAST,366.14,366.23,32.35,32.51,365.82,32.95,-96.75,10,85,3.947,22,-63,7.4,100,9.89,10.0
2026-09-05T17:00:06.000Z,6000,60,3,COAST,369.41,369.4,30.94,31.03,368.96,32.95,-96.75,10,85,3.952,22,-62,6.9,100,9.76,10.0
2026-09-05T17:00:06.100Z,6100,61,3,COAST,372.41,372.43,29.55,29.59,372.35,32.95,-96.75,10,85,3.949,22,-63,6.9,100,9.99,10.0
2026-09-05T17:00:06.200Z,6200,62,3,COAST,375.34,375.32,28.16,28.26,375.36,32.95,-96.75,10,85,3.954,22,-60,7.8,100,9.8,10.0
2026-09-05T17:00:06.300Z,6300,63,3,COAST,377.93,378.06,26.9,26.92,377.9,32.95,-96.75,10,85,3.94,22,-59,7.8,100,9.92,10.0
2026-09-05T17:00:06.400Z,6400,64,3,COAST,380.52,380.69,25.56,25.58,380.99,32.95,-96.75,10,85,3.944,22,-60,8.0,100,9.71,10.0
2026-09-05T17:00:06.500Z,6500,65,3,COAST,382.95,383.18,24.33,24.36,382.96,32.95,-96.75,10,85,3.943,22,-60,7.2,100,9.7,10.0
2026-09-05T17:00:06.600Z,6600,66,3,COAST,385.51,385.55,23.13,23.07,385.72,32.95,-96.75,10,85,3.944,22,-62,7.6,100,9.82,10.0
2026-09-05T17:00:06.700Z,6700,67,3,COAST,387.81,387.8,21.91,21.88,387.89,32.95,-96.75,10,85,3.951,22,-59,7.4,100,9.87,10.0
2026-09-05T17:00:06.800Z,6800,68,3,COAST,389.8,389.93,20.7,20.67,389.65,32.95,-96.75,10,85,3.947,22,-61,7.4,100,9.7,10.0
2026-09-05T17:00:06.900Z,6900,69,3,COAST,392.01,391.93,19.51,19.52,392.31,32.95,-96.75,10,85,3.955,22,-65,7.9,100,9.71,10.0
2026-09-05T17:00:07.000Z,7000,70,3,COAST,393.61,393.82,18.29,18.36,393.74,32.95,-96.75,10,85,3.949,22,-62,8.3,100,9.88,10.0
2026-09-05T17:00:07.100Z,7100,71,3,COAST,395.63,395.6,17.22,17.25,395.46,32.95,-96.75,10,85,3.946,22,-66,7.6,100,9.95,10.0
2026-09-05T17:00:07.200Z,7200,72,3,COAST,397.11,397.26,16.07,16.11,397.03,32.95,-96.75,10,85,3.951,22,-59,7.2,100,9.63,10.0
2026-09-05T17:00:07.300Z,7300,73,3,COAST,398.62,398.82,15.0,15.03,398.7,32.95,-96.75,10,85,3.952,22,-66,6.9,100,9.82,10.0
2026-09-05T17:00:07.400Z,7400,74,3,COAST,400.09,400.26,13.95,13.93,400.34,32.95,-96.75,10,85,3.939,22,-63,7.9,100,9.77,10.0
2026-09-05T17:00:07.500Z,7500,75,3,COAST,401.55,401.6,12.84,12.86,401.45,32.95,-96.75,10,85,3.948,22,-65,8.2,100,9.67,10.0
2026-09-05T17:00:07.600Z,7600,76,3,COAST,402.84,402.83,11.79,11.8,403.0,32.95,-96.75,10,85,3.946,22,-59,7.8,100,9.94,10.0
2026-09-05T17:00:07.700Z,7700,77,3,COAST,404.06,403.96,10.76,10.8,403.97,32.95,-96.75,10,85,3.942,22,-62,8.0,100,9.82,10.0
2026-09-05T17:00:07.800Z,7800,78,3,COAST,404.79,404.98,9.63,9.72,404.53,32.95,-96.75,10,85,3.949,22,-64,6.8,100,9.72,10.0
2026-09-05T17:00:07.900Z,7900,79,3,COAST,406.06,405.9,8.75,8.71,406.09,32.95,-96.75,10,85,3.941,22,-60,8.2,100,9.77,10.0
2026-09-05T17:00:08.000Z,8000,80,3,COAST,406.67,406.72,7.71,7.69,406.65,32.95,-96.75,10,85,3.942,22,-65,7.1,100,9.91,10.0
2026-09-05T17:00:08.100Z,8100,81,3,COAST,407.53,407.44,6.61,6.7,407.77,32.95,-96.75,10,85,3.94,22,-64,7.5,100,9.85,10.0
2026-09-05T17:00:08.200Z,8200,82,3,COAST,407.99,408.06,5.67,5.7,408.16,32.95,-96.75,10,85,3.946,22,-61,7.4,100,9.8,10.0
2026-09-05T17:00:08.300Z,8300,83,3,COAST,408.5,408.58,4.64,4.74,408.73,32.95,-96.75,10,85,3.95,22,-58,6.8,100,9.95,10.0
2026-09-05T17:00:08.400Z,8400,84,3,COAST,409.0,409.0,3.69,3.73,408.84,32.95,-96.75,10,85,3.952,22,-58,7.4,100,9.78,10.0
2026-09-05T17:00:08.500Z,8500,85,3,COAST,409.42,409.31,2.72,2.8,409.8,32.95,-96.75,10,85,3.939,22,-64,8.2,100,9.84,10.0
2026-09-05T17:00:08.600Z,8600,86,3,COAST,409.54,409.53,1.75,1.74,409.46,32.95,-96.75,10,85,3.944,22,-58,6.7,100,9.98,10.0
2026-09-05T17:00:08.700Z,8700,87,3,COAST,409.61,409.66,0.72,0.78,409.59,32.95,-96.75,10,85,3.945,22,-62,7.5,100,9.82,10.0
2026-09-05T17:00:08.800Z,8800,88,3,COAST,409.43,409.68,-0.16,0.26,409.04,32.95,-96.75,10,85,3.948,22,-58,7.9,100,9.74,10.0
2026-09-05T17:00:08.900Z,8900,89,3,COAST,409.64,409.68,-1.26,1.28,409.63,32.95,-96.75,10,85,3.944,22,-66,7.2,100,9.66,10.0
2026-09-05T17:00:09.000Z,9000,90,3,COAST,409.3,409.68,-2.21,2.29,408.89,32.95,-96.75,10,85,3.938,22,-58,7.9,100,9.7,10.0
2026-09-05T17:00:09.100Z,9100,91,3,COAST,408.95,409.68,-3.1,3.19,408.77,32.95,-96.75,10,85,3.946,22,-60,6.8,100,9.87,10.0
2026-09-05T17:00:09.200Z,9200,92,3,COAST,408.99,409.68,-4.27,4.15,409.07,32.95,-96.75,10,85,3.955,22,-59,8.2,100,9.94,10.0
2026-09-05T17:00:09.300Z,9300,93,3,COAST,408.61,409.68,-5.04,5.14,408.8,32.95,-96.75,10,85,3.94,22,-66,7.9,100,9.99,10.0
2026-09-05T17:00:09.400Z,9400,94,3,COAST,407.67,409.68,-5.99,6.09,407.79,32.95,-96.75,10,85,3.952,22,-65,8.1,100,9.89,10.0
2026-09-05T17:00:09.500Z,9500,95,3,COAST,407.16,409.68,-6.59,6.84,407.3,32.95,-96.75,10,85,3.947,22,-66,7.7,100,9.64,10.0
2026-09-05T17:00:09.600Z,9600,96,3,COAST,406.81,409.68,-5.22,5.8,406.92,32.95,-96.75,10,85,3.942,22,-65,7.4,100,9.72,10.0
2026-09-05T17:00:09.700Z,9700,97,3,COAST,406.03,409.68,-4.56,5.11,406.27,32.95,-96.75,10,85,3.945,22,-58,7.4,100,9.75,10.0
2026-09-05T17:00:09.800Z,9800,98,3,COAST,405.58,409.68,-4.29,4.79,405.21,32.95,-96.75,10,85,3.942,22,-64,7.1,100,9.79,10.0
2026-09-05T17:00:09.900Z,9900,99,3,COAST,405.2,409.68,-3.97,4.56,405.04,32.95,-96.75,10,85,3.942,22,-65,7.4,100,9.7,10.0
2026-09-05T17:00:10.000Z,10000,100,3,COAST,404.89,409.68,-3.88,4.36,405.02,32.95,-96.75,10,85,3.95,22,-60,8.1,100,9.88,10.0
2026-09-05T17:00:10.100Z,10100,101,3,COAST,404.71,409.68,-3.89,4.24,404.65,32.95,-96.75,10,85,3.939,22,-60,7.1,100,9.84,10.0
2026-09-05T17:00:10.200Z,10200,102,3,COAST,403.71,409.68,-3.95,4.14,403.84,32.95,-96.75,10,85,3.947,22,-62,7.9,100,9.7,10.0
2026-09-05T17:00:10.300Z,10300,103,3,COAST,403.65,409.68,-4.09,4.06,403.85,32.95,-96.75,10,85,3.952,22,-64,7.7,100,9.83,10.0
2026-09-05T17:00:10.400Z,10400,104,3,COAST,403.24,409.68,-4.08,3.96,402.84,32.95,-96.75,10,85,3.943,22,-62,7.2,100,9.75,10.0
2026-09-05T17:00:10.500Z,10500,105,3,COAST,402.73,409.68,-4.09,3.88,402.42,32.95,-96.75,10,85,3.948,22,-64,7.1,100,9.74,10.0
2026-09-05T17:00:10.600Z,10600,106,3,COAST,402.75,409.68,-3.93,3.93,402.57,32.95,-96.75,10,85,3.947,22,-64,7.9,100,9.94,10.0
2026-09-05T17:00:10.700Z,10700,107,3,COAST,402.01,409.68,-3.95,3.99,401.74,32.95,-96.75,10,85,3.94,22,-60,6.7,100,9.83,10.0
2026-09-05T17:00:10.800Z,10800,108,3,COAST,401.83,409.68,-3.98,4.05,401.77,32.95,-96.75,10,85,3.939,22,-65,7.8,100,9.84,10.0
2026-09-05T17:00:10.900Z,10900,109,3,COAST,401.16,409.68,-3.85,4.13,401.53,32.95,-96.75,10,85,3.944,22,-59,8.2,100,9.72,10.0
2026-09-05T17:00:11.000Z,11000,110,3,COAST,400.82,409.68,-3.74,4.1,400.34,32.95,-96.75,10,85,3.938,22,-58,6.9,100,9.77,10.0
2026-09-05T17:00:11.100Z,11100,111,3,COAST,400.49,409.68,-3.88,4.05,400.43,32.95,-96.75,10,85,3.949,22,-60,7.7,100,9.88,10.0
2026-09-05T17:00:11.200Z,11200,112,3,COAST,400.13,409.68,-3.9,4.06,399.98,32.95,-96.75,10,85,3.952,22,-63,8.1,100,9.74,10.0
2026-09-05T17:00:11.300Z,11300,113,3,COAST,399.62,409.68,-4.04,3.87,399.9,32.95,-96.75,10,85,3.946,22,-65,8.2,100,9.99,10.0
2026-09-05T17:00:11.400Z,11400,114,3,COAST,399.43,409.68,-4.16,3.83,399.34,32.95,-96.75,10,85,3.948,22,-64,8.0,100,9.93,10.0
2026-09-05T17:00:11.500Z,11500,115,3,COAST,398.93,409.68,-4.07,3.88,398.84,32.95,-96.75,10,85,3.96,22,-66,7.1,100,9.64,10.0
2026-09-05T17:00:11.600Z,11600,116,3,COAST,398.56,409.68,-4.04,3.94,398.62,32.95,-96.75,10,85,3.946,22,-61,8.0,100,9.9,10.0
2026-09-05T17:00:11.700Z,11700,117,3,COAST,397.87,409.68,-3.89,4.11,397.91,32.95,-96.75,10,85,3.941,22,-59,7.4,100,9.85,10.0
2026-09-05T17:00:11.800Z,11800,118,3,COAST,397.67,409.68,-3.84,4.32,397.66,32.95,-96.75,10,85,3.944,22,-58,7.2,100,9.77,10.0
2026-09-05T17:00:11.900Z,11900,119,3,COAST,397.5,409.68,-3.78,4.16,397.56,32.95,-96.75,10,85,3.951,22,-59,6.8,100,9.85,10.0
2026-09-05T17:00:12.000Z,12000,120,3,COAST,396.79,409.68,-3.95,4.02,396.69,32.95,-96.75,10,85,3.94,22,-58,7.2,100,9.86,10.0
2026-09-05T17:00:12.100Z,12100,121,3,COAST,396.65,409.68,-4.09,3.93,396.48,32.95,-96.75,10,85,3.949,22,-63,7.4,100,9.89,10.0
2026-09-05T17:00:12.200Z,12200,122,3,COAST,396.07,409.68,-4.11,3.89,396.22,32.95,-96.75,10,85,3.952,22,-62,7.3,100,9.64,10.0
2026-09-05T17:00:12.300Z,12300,123,3,COAST,395.92,409.68,-4.14,3.78,396.01,32.95,-96.75,10,85,3.94,22,-64,7.6,100,9.74,10.0
2026-09-05T17:00:12.400Z,12400,124,3,COAST,395.2,409.68,-4.11,3.94,395.13,32.95,-96.75,10,85,3.941,22,-66,8.2,100,9.86,10.0
2026-09-05T17:00:12.500Z,12500,125,3,COAST,394.94,409.68,-3.88,4.09,394.58,32.95,-96.75,10,85,3.946,22,-58,7.3,100,9.99,10.0
2026-09-05T17:00:12.600Z,12600,126,3,COAST,394.61,409.68,-3.82,4.2,394.74,32.95,-96.75,10,85,3.953,22,-58,6.7,100,9.88,10.0
2026-09-05T17:00:12.700Z,12700,127,3,COAST,394.08,409.68,-3.77,4.22,394.22,32.95,-96.75,10,85,3.949,22,-66,7.0,100,9.99,10.0
2026-09-05T17:00:12.800Z,12800,128,3,COAST,393.89,409.68,-3.89,4.05,393.55,32.95,-96.75,10,85,3.942,22,-60,7.4,100,9.83,10.0
2026-09-05T17:00:12.900Z,12900,129,3,COAST,393.38,409.68,-4.02,3.98,393.45,32.95,-96.75,10,85,3.947,22,-64,7.9,100,9.84,10.0
2026-09-05T17:00:13.000Z,13000,130,3,COAST,392.85,409.68,-4.12,3.85,392.64,32.95,-96.75,10,85,3.941,22,-58,6.9,100,9.87,10.0
2026-09-05T17:00:13.100Z,13100,131,3,COAST,392.68,409.68,-4.19,3.77,392.8,32.95,-96.75,10,85,3.944,22,-66,6.7,100,9.73,10.0
2026-09-05T17:00:13.200Z,13200,132,3,COAST,392.39,409.68,-4.06,3.96,392.28,32.95,-96.75,10,85,3.941,22,-64,6.9,100,9.74,10.0
2026-09-05T17:00:13.300Z,13300,133,3,COAST,391.54,409.68,-3.87,4.09,391.42,32.95,-96.75,10,85,3.953,22,-60,6.7,100,9.88,10.0
2026-09-05T17:00:13.400Z,13400,134,3,COAST,391.28,409.68,-3.77,4.25,391.35,32.95,-96.75,10,85,3.95,22,-66,8.2,100,9.74,10.0
2026-09-05T17:00:13.500Z,13500,135,3,COAST,390.88,409.68,-3.78,4.18,391.05,32.95,-96.75,10,85,3.94,22,-60,7.6,100,9.73,10.0
2026-09-05T17:00:13.600Z,13600,136,4,DROGUE_DESCENT,390.64,409.68,-3.85,4.13,391.04,32.95,-96.75,10,85,3.948,22,-65,7.5,98,9.86,10.0
2026-09-05T17:00:13.700Z,13700,137,4,DROGUE_DESCENT,390.19,409.68,-3.99,3.96,390.09,32.95,-96.75,10,85,3.938,22,-62,7.0,98,9.91,10.0
2026-09-05T17:00:13.800Z,13800,138,4,DROGUE_DESCENT,389.5,409.68,-4.11,3.88,389.49,32.95,-96.75,10,85,3.95,22,-59,7.8,98,9.99,10.0
2026-09-05T17:00:13.900Z,13900,139,4,DROGUE_DESCENT,389.29,409.68,-4.17,3.79,389.38,32.95,-96.75,10,85,3.943,22,-59,7.4,98,9.72,10.0
2026-09-05T17:00:14.000Z,14000,140,4,DROGUE_DESCENT,388.91,409.68,-4.09,3.91,388.75,32.95,-96.75,10,85,3.951,22,-62,6.8,98,9.79,10.0
2026-09-05T17:00:14.100Z,14100,141,4,DROGUE_DESCENT,388.31,409.68,-3.98,4.03,388.51,32.95,-96.75,10,85,3.947,22,-66,7.4,98,9.66,10.0
2026-09-05T17:00:14.200Z,14200,142,4,DROGUE_DESCENT,388.22,409.68,-3.8,4.22,388.3,32.95,-96.75,10,85,3.951,22,-61,8.3,98,10.0,10.0
2026-09-05T17:00:14.300Z,14300,143,4,DROGUE_DESCENT,387.56,409.68,-3.79,4.21,387.79,32.95,-96.75,10,85,3.943,22,-61,7.3,98,9.92,10.0
2026-09-05T17:00:14.400Z,14400,144,4,DROGUE_DESCENT,387.33,409.68,-3.9,4.15,386.92,32.95,-96.75,10,85,3.941,22,-65,7.6,98,9.84,10.0
2026-09-05T17:00:14.500Z,14500,145,4,DROGUE_DESCENT,387.0,409.68,-3.97,3.98,386.91,32.95,-96.75,10,85,3.942,22,-64,8.2,98,9.88,10.0
2026-09-05T17:00:14.600Z,14600,146,4,DROGUE_DESCENT,386.73,409.68,-4.06,3.86,386.43,32.95,-96.75,10,85,3.94,22,-61,8.0,98,9.81,10.0
2026-09-05T17:00:14.700Z,14700,147,4,DROGUE_DESCENT,386.08,409.68,-4.24,3.8,386.36,32.95,-96.75,10,85,3.94,23,-61,6.7,98,9.68,10.0
2026-09-05T17:00:14.800Z,14800,148,4,DROGUE_DESCENT,385.86,409.68,-4.12,3.89,385.5,32.95,-96.75,10,85,3.951,22,-62,8.1,98,9.62,10.0
2026-09-05T17:00:14.900Z,14900,149,4,DROGUE_DESCENT,385.24,409.68,-3.9,4.01,384.98,32.95,-96.75,10,85,3.946,22,-64,7.7,98,9.96,10.0
2026-09-05T17:00:15.000Z,15000,150,4,DROGUE_DESCENT,384.97,409.68,-3.85,4.14,385.29,32.95,-96.75,10,85,3.944,22,-61,7.8,98,9.78,10.0
2026-09-05T17:00:15.100Z,15100,151,4,DROGUE_DESCENT,384.45,409.68,-3.77,4.25,384.36,32.95,-96.75,10,85,3.947,22,-59,8.1,98,9.91,10.0
2026-09-05T17:00:15.200Z,15200,152,4,DROGUE_DESCENT,384.21,409.68,-3.92,4.12,384.33,32.95,-96.75,10,85,3.948,22,-60,8.2,98,9.86,10.0
2026-09-05T17:00:15.300Z,15300,153,4,DROGUE_DESCENT,383.92,409.68,-4.02,4.01,383.98,32.95,-96.75,10,85,3.941,22,-65,7.8,98,9.78,10.0
2026-09-05T17:00:15.400Z,15400,154,4,DROGUE_DESCENT,383.11,409.68,-4.08,3.88,383.15,32.95,-96.75,10,85,3.945,22,-65,8.2,98,9.62,10.0
